Index,Region,State,County,Population,% College Grad,Income per Capita,Employees,Retail Sales,Median Rent
2810,West South Central,OK,Alfalfa,6110,17.3,17105,877,15927,143
2811,West South Central,OK,Atoka,13263,10.2,10963,1652,66652,150
2812,West South Central,OK,Beaver,5883,15.4,18930,746,14931,214
2813,West South Central,OK,Beckham,18568,12.3,14771,4425,154580,178
2814,West South Central,OK,Blaine,10896,12.4,15406,2534,44611,160
2815,West South Central,OK,Bryan,33720,16.9,13007,8012,177498,189
2816,West South Central,OK,Caddo,30625,11.6,13841,4550,107082,158
2817,West South Central,OK,Canadian,81593,16.7,17085,11805,402726,296
2818,West South Central,OK,Carter,44137,13.4,16514,14378,328697,214
2819,West South Central,OK,Cherokee,37098,21.1,14655,5600,164503,221
2820,West South Central,OK,Choctaw,15263,7.1,13527,2345,74369,126
2821,West South Central,OK,Cimarron,3018,15.1,25280,532,15328,138
2822,West South Central,OK,Cleveland,191059,25.9,16731,34588,1068014,303
2823,West South Central,OK,Coal,6014,9.1,10990,744,13113,131
2824,West South Central,OK,Comanche,115672,18.4,14794,25890,697035,299
2825,West South Central,OK,Cotton,6891,8.9,16134,645,17475,161
2826,West South Central,OK,Craig,14211,10,14482,4249,91222,180
2827,West South Central,OK,Creek,64299,10.6,14667,13506,241111,223
2828,West South Central,OK,Custer,26320,20.4,15313,7841,207013,219
2829,West South Central,OK,Delaware,32401,10.8,14526,3881,117089,194
2830,West South Central,OK,Dewey,5126,12.1,16369,814,18400,133
2831,West South Central,OK,Ellis,4251,14,17667,635,17414,172
2832,West South Central,OK,Garfield,57330,17.3,17917,18764,421316,240
2833,West South Central,OK,Garvin,26849,10.1,15104,5223,126141,187
2834,West South Central,OK,Grady,43817,13.2,14073,9439,203587,218
2835,West South Central,OK,Grant,5503,15.6,19356,953,14690,165
2836,West South Central,OK,Greer,6556,10,14425,632,15827,137
2837,West South Central,OK,Harmon,3669,10.5,17346,546,12826,102
2838,West South Central,OK,Harper,3814,13.6,22083,648,15088,166
2839,West South Central,OK,Haskell,11125,7.7,12362,1585,49736,153
2840,West South Central,OK,Hughes,12932,7.7,12867,1753,41112,135
2841,West South Central,OK,Jackson,29754,16.5,14876,5205,195528,278
2842,West South Central,OK,Jefferson,6877,6.6,15014,1193,28548,117
2843,West South Central,OK,Johnston,10283,9.3,11787,1646,30661,154
2844,West South Central,OK,Kay,47676,18.5,19084,20314,364350,230
2845,West South Central,OK,Kingfisher,13377,13.4,16827,3584,75174,213
2846,West South Central,OK,Kiowa,11105,11.1,15397,1948,43402,143
2847,West South Central,OK,Latimer,10416,11,12685,1386,24413,173
2848,West South Central,OK,Le Flore,45641,9.6,12823,6116,193376,182
2849,West South Central,OK,Lincoln,30528,10.1,13747,4784,108849,194
2850,West South Central,OK,Logan,31189,14.8,15652,3884,96471,196
2851,West South Central,OK,Love,8735,9.3,13783,1599,33149,189
2852,West South Central,OK,Major,7703,13.1,16720,1574,40710,165
2853,West South Central,OK,Marshall,11718,9.7,13736,2814,63189,181
2854,West South Central,OK,Mayes,36047,10.8,13990,7576,210885,219
2855,West South Central,OK,McClain,25162,13.3,15329,3299,140758,229
2856,West South Central,OK,McCurtain,34477,9.6,13285,7035,180447,146
2857,West South Central,OK,McIntosh,18407,10.7,12816,2534,126955,159
2858,West South Central,OK,Murray,12213,13.5,13452,2157,81393,177
2859,West South Central,OK,Muskogee,69297,14.1,14272,21073,445670,217
2860,West South Central,OK,Noble,11333,12.7,15894,2974,56051,176
2861,West South Central,OK,Nowata,9966,7.4,13567,1336,28846,155
2862,West South Central,OK,Okfuskee,11339,8.2,12225,1705,33062,135
2863,West South Central,OK,Oklahoma,625337,22.6,19587,290937,5774025,285
2864,West South Central,OK,Okmulgee,37760,8.8,13514,6956,195616,173
2865,West South Central,OK,Osage,42577,13.1,13611,4780,96072,168
2866,West South Central,OK,Ottawa,30649,10.4,15066,6804,161820,179
2867,West South Central,OK,Pawnee,15918,10.4,14236,2336,68368,195
2868,West South Central,OK,Payne,63577,30.1,15055,16422,385613,295
2869,West South Central,OK,Pittsburg,42819,10.3,13718,8659,264528,191
2870,West South Central,OK,Pontotoc,34689,18,14525,9334,216789,201
2871,West South Central,OK,Pottawatomie,60834,12.2,14477,14142,381687,230
2872,West South Central,OK,Pushmataha,11481,7.8,11534,1526,45277,127
2873,West South Central,OK,Roger Mills,3880,9.5,15956,447,12967,118
2874,West South Central,OK,Rogers,62095,13,16299,11990,281867,268
2875,West South Central,OK,Seminole,25000,9.6,13522,5438,103900,163
2876,West South Central,OK,Sequoyah,36070,8.8,13126,5002,159921,196
2877,West South Central,OK,Stephens,42929,14.7,15230,11419,272924,204
2878,West South Central,OK,Texas,16759,15.1,20592,3586,86259,218
2879,West South Central,OK,Tillman,9775,11.4,15050,2176,39991,153
2880,West South Central,OK,Tulsa,525115,23.7,21356,264908,5203475,296
2881,West South Central,OK,Wagoner,52414,12,14123,5102,122128,244
2882,West South Central,OK,Washington,47594,25.8,21415,16765,346619,263
2883,West South Central,OK,Washita,11779,11,14883,1657,37589,181
2884,West South Central,OK,Woods,8611,23.5,17977,1940,56851,173
2885,West South Central,OK,Woodward,18865,13,14756,6002,141537,210
2886,West South Central,TX,Anderson,50708,9.5,13335,9131,261071,275
2887,West South Central,TX,Andrews,14228,9.8,15294,3184,61588,243
2888,West South Central,TX,Angelina,75488,13.2,16501,25680,500279,252
2889,West South Central,TX,Aransas,21179,14.5,15823,2979,110543,278
2890,West South Central,TX,Archer,8147,12.3,18181,795,20279,213
2891,West South Central,TX,Armstrong,2111,14.1,19026,285,3524,213
2892,West South Central,TX,Atascosa,33808,8.4,13254,4808,121907,199
2893,West South Central,TX,Austin,22373,13.8,17665,4558,127705,239
2894,West South Central,TX,Bailey,6891,7.4,21154,1293,31444,201
2895,West South Central,TX,Bandera,13482,16.9,17859,1455,32293,256
2896,West South Central,TX,Bastrop,44487,13.3,15092,4604,204795,253
2897,West South Central,TX,Baylor,4250,10.3,18350,1191,20618,144
2898,West South Central,TX,Bee,26874,12.7,14050,4259,122156,233
2899,West South Central,TX,Bell,217891,17.2,16805,56186,1274461,301
2900,West South Central,TX,Bexar,1296731,19.7,17916,447075,9133375,317
2901,West South Central,TX,Blanco,7651,13,17372,1224,21930,210
2902,West South Central,TX,Borden,799,17.3,24383,6,0,125
2903,West South Central,TX,Bosque,16502,10.8,15402,2169,52998,211
2904,West South Central,TX,Bowie,83909,14.3,17199,24546,734026,263
2905,West South Central,TX,Brazoria,216016,15.1,18005,54935,1248721,313
2906,West South Central,TX,Brazos,130486,35.8,14602,35378,969446,336
2907,West South Central,TX,Brewster,9120,28,15020,1653,48348,227
2908,West South Central,TX,Briscoe,1849,11.6,23052,252,4466,164
2909,West South Central,TX,Brooks,8412,6.6,11551,1278,44600,99
2910,West South Central,TX,Brown,35960,13.7,15107,9910,239136,236
2911,West South Central,TX,Burleson,15011,9.5,15040,2119,51280,215
2912,West South Central,TX,Burnet,27257,14,17811,4857,168685,246
2913,West South Central,TX,Caldwell,29091,10.9,13824,3550,104168,223
2914,West South Central,TX,Calhoun,20469,10.1,14926,7453,114624,249
2915,West South Central,TX,Callahan,12308,9.8,14957,887,41010,211
2916,West South Central,TX,Cameron,309578,12,11042,70087,1777488,235
2917,West South Central,TX,Camp,10518,10,19447,2573,68316,218
2918,West South Central,TX,Carson,6639,13.9,20473,866,19297,237
2919,West South Central,TX,Cass,30654,9,14956,4503,130947,177
2920,West South Central,TX,Castro,8616,10.5,22534,1270,28626,209
2921,West South Central,TX,Chambers,22042,11.5,17709,4201,98435,266
2922,West South Central,TX,Cherokee,41155,10.2,15900,11115,213467,213
2923,West South Central,TX,Childress,6529,10.5,17424,1265,38441,170
2924,West South Central,TX,Clay,10157,11.1,16518,803,34024,194
2925,West South Central,TX,Cochran,4188,10.6,19752,443,8795,161
2926,West South Central,TX,Coke,3473,11.7,15441,349,17790,144
2927,West South Central,TX,Coleman,9623,9.6,15021,1615,48730,152
2928,West South Central,TX,Collin,346232,39.1,25666,88611,2361335,451
2929,West South Central,TX,Collingsworth,3371,12,19333,543,13438,156
2930,West South Central,TX,Colorado,18799,10.6,17942,4580,108509,185
2931,West South Central,TX,Comal,64155,20.3,20364,17071,466741,338
2932,West South Central,TX,Comanche,13532,9.2,16682,2312,62214,160
2933,West South Central,TX,Concho,2993,10.3,14655,426,11445,147
2934,West South Central,TX,Cooke,31733,11.9,16815,8494,217796,243
2935,West South Central,TX,Coryell,72012,11,11549,5390,181502,330
2936,West South Central,TX,Cottle,2048,10.7,18572,264,10154,120
2937,West South Central,TX,Crane,4515,9.4,14330,986,20074,217
2938,West South Central,TX,Crockett,4403,15.2,16000,847,21461,174
2939,West South Central,TX,Crosby,7269,10,17077,1023,22563,157
2940,West South Central,TX,Culberson,3245,12.1,10619,577,26949,191
2941,West South Central,TX,Dallam,6379,7.2,26914,1482,36575,222
2942,West South Central,TX,Dallas,1959281,26.3,24760,1160055,18955156,389
2943,West South Central,TX,Dawson,15051,9,17673,2666,79763,207
2944,West South Central,TX,De Witt,18481,9.2,16410,2976,79008,165
2945,West South Central,TX,Deaf Smith,19422,11,20466,4236,93167,239
2946,West South Central,TX,Delta,4877,12.5,16705,456,11888,160
2947,West South Central,TX,Denton,334070,32.3,20305,67212,1789914,402
2948,West South Central,TX,Dickens,2419,11.2,17160,279,5901,110
2949,West South Central,TX,Dimmit,10508,7.8,9468,1344,44264,167
2950,West South Central,TX,Donley,3743,11.1,19287,406,18517,175
2951,West South Central,TX,Duval,12994,6.4,11273,1151,31986,172
2952,West South Central,TX,Eastland,17873,11,15149,3712,91667,176
2953,West South Central,TX,Ector,123450,11.4,15373,34332,902018,239
2954,West South Central,TX,Edwards,3110,13.8,11842,169,6559,169
2955,West South Central,TX,El Paso,678313,15.2,12790,176282,4378383,301
2956,West South Central,TX,Ellis,94223,13.4,18012,20754,447005,320
2957,West South Central,TX,Erath,30352,20.3,17166,7548,201369,256
2958,West South Central,TX,Falls,17950,8.5,14321,2167,62013,150
2959,West South Central,TX,Fannin,25638,11.2,16408,4804,108227,202
2960,West South Central,TX,Fayette,21113,9.1,19281,5269,135679,208
2961,West South Central,TX,Fisher,4539,11.5,16753,756,11853,137
2962,West South Central,TX,Floyd,8392,11.2,20777,1326,32398,172
2963,West South Central,TX,Foard,1662,11.2,21106,458,4061,151
2964,West South Central,TX,Fort Bend,292765,30.2,21049,50837,1114900,401
2965,West South Central,TX,Franklin,8934,11.3,15703,4808,27729,205
2966,West South Central,TX,Freestone,17035,9.2,15627,3079,75155,197
2967,West South Central,TX,Frio,15250,7.5,11065,2292,56920,167
2968,West South Central,TX,Gaines,14479,9.9,15695,2005,43800,216
2969,West South Central,TX,Galveston,237533,19.3,19363,64093,1557344,322
2970,West South Central,TX,Garza,4742,9.8,14729,966,18975,155
2971,West South Central,TX,Gillespie,19408,17.1,17808,5140,139079,292
2972,West South Central,TX,Glasscock,1390,9.8,18055,77,0,100
2973,West South Central,TX,Goliad,6363,9.9,14876,598,17821,201
2974,West South Central,TX,Gonzales,17378,8.5,16996,3708,88151,160
2975,West South Central,TX,Gray,23155,11.9,20727,7090,169480,244
2976,West South Central,TX,Grayson,98336,14,18139,31029,763035,277
2977,West South Central,TX,Gregg,110725,17.7,19584,50347,1152255,269
2978,West South Central,TX,Grimes,21624,8.6,13961,3386,80528,199
2979,West South Central,TX,Guadalupe,72632,13.9,16398,13700,347437,279
2980,West South Central,TX,Hale,36223,12.7,16451,10330,196545,241
2981,West South Central,TX,Hall,3632,8.7,18873,449,12597,145
2982,West South Central,TX,Hamilton,7662,12.4,18571,1664,37037,182
2983,West South Central,TX,Hansford,5264,15.3,32596,1199,24484,235
2984,West South Central,TX,Hardeman,4872,11,17626,886,14509,170
2985,West South Central,TX,Hardin,46607,9.7,16221,6555,249119,243
2986,West South Central,TX,Harris,3076867,25.4,22990,1366579,25749111,339
2987,West South Central,TX,Harrison,58703,12.7,15693,12376,293318,235
2988,West South Central,TX,Hartley,3815,19.7,33863,241,0,258
2989,West South Central,TX,Haskell,6358,9,17233,1129,40579,152
2990,West South Central,TX,Hays,77522,26.4,15689,15586,421846,337
2991,West South Central,TX,Hemphill,3594,12.3,22325,797,22282,241
2992,West South Central,TX,Henderson,64293,10.3,15062,8871,289381,245
2993,West South Central,TX,Hidalgo,479783,11.5,10085,83582,2871808,221
2994,West South Central,TX,Hill,28759,10.7,15480,4906,204846,205
2995,West South Central,TX,Hockley,24245,12.4,15775,5297,123861,233
2996,West South Central,TX,Hood,33384,15.2,20682,5206,279662,333
2997,West South Central,TX,Hopkins,29738,11.2,17747,7949,253761,247
2998,West South Central,TX,Houston,21917,10.1,16574,4028,107866,168
2999,West South Central,TX,Howard,32450,11.8,17003,8911,210022,250
3000,West South Central,TX,Hudspeth,3194,8,9526,182,6152,179
3001,West South Central,TX,Hunt,66972,15.9,16883,19098,396525,288
3002,West South Central,TX,Hutchinson,24522,13,19414,8055,152552,239
3003,West South Central,TX,Irion,1631,13.8,18562,346,2723,199
3004,West South Central,TX,Jack,6953,11,16311,996,20666,170
3005,West South Central,TX,Jackson,13649,10.2,18110,2546,69721,197
3006,West South Central,TX,Jasper,32825,8.3,16070,8233,231565,200
3007,West South Central,TX,Jeff Davis,2122,25.1,15505,303,7321,213
3008,West South Central,TX,Jefferson,243339,15.5,19224,99798,2075644,268
3009,West South Central,TX,Jim Hogg,5096,11.2,13999,657,21894,173
3010,West South Central,TX,Jim Wells,39923,9.4,13643,8914,215536,201
3011,West South Central,TX,Johnson,106181,11.5,16282,19350,611895,311
3012,West South Central,TX,Jones,18058,10.9,15120,3244,79132,176
3013,West South Central,TX,Karnes,12477,8.9,13911,2041,48525,154
3014,West South Central,TX,Kaufman,60114,10.9,16614,11773,341008,282
3015,West South Central,TX,Kendall,19413,19.9,22531,3452,174620,340
3016,West South Central,TX,Kenedy,442,7.8,24876,12,0,135
3017,West South Central,TX,Kent,912,10.3,16148,99,0,143
3018,West South Central,TX,Kerr,40264,20.2,19885,11019,307003,294
3019,West South Central,TX,Kimble,4104,12.4,15781,1100,31487,191
3020,West South Central,TX,King,316,24.5,24418,17,0,150
3021,West South Central,TX,Kinney,3289,11,11501,256,5086,173
3022,West South Central,TX,Kleberg,30629,18.9,14304,6057,180691,273
3023,West South Central,TX,Knox,4620,10.9,17957,784,15049,133
3024,West South Central,TX,La Salle,6055,10.8,12665,528,18031,149
3025,West South Central,TX,Lamar,45214,13,17260,15804,315324,253
3026,West South Central,TX,Lamb,14796,11.1,18414,2434,63670,185
3027,West South Central,TX,Lampasas,16606,12.8,15037,2469,69303,227
3028,West South Central,TX,Lavaca,18614,8.4,17385,5961,115497,166
3029,West South Central,TX,Lee,13934,11.3,16416,3727,67365,241
3030,West South Central,TX,Leon,13738,10.2,16466,2695,58178,223
3031,West South Central,TX,Liberty,59054,7.9,15774,9265,327099,245
3032,West South Central,TX,Limestone,20896,10.6,15726,3819,121137,209
3033,West South Central,TX,Lipscomb,3054,14.9,21789,382,8350,198
3034,West South Central,TX,Live Oak,10254,12,15244,1585,62143,202
3035,West South Central,TX,Llano,12698,13.3,18587,2221,61498,237
3036,West South Central,TX,Loving,140,4,29643,0,0,175
3037,West South Central,TX,Lubbock,232276,23.4,17947,78471,2038842,311
3038,West South Central,TX,Lynn,6448,7.5,20010,700,14499,161
3039,West South Central,TX,Madison,11911,10.1,15288,2002,54593,225
3040,West South Central,TX,Marion,10370,7.6,14217,1185,27858,176
3041,West South Central,TX,Martin,4956,6.7,16428,523,23355,183
3042,West South Central,TX,Mason,3590,12.9,17008,454,12884,134
3043,West South Central,TX,Matagorda,38297,12.6,15781,8517,214659,269
3044,West South Central,TX,Maverick,45766,7.3,7925,5956,252236,176
3045,West South Central,TX,McCulloch,8589,13.8,16495,1820,54933,186
3046,West South Central,TX,McLennan,200111,16.6,17054,78135,1441183,282
3047,West South Central,TX,McMullen,794,14.6,24038,97,0,150
3048,West South Central,TX,Medina,32918,11,14635,3831,151862,221
3049,West South Central,TX,Menard,2382,11.3,15437,225,9316,163
3050,West South Central,TX,Midland,115795,26.4,23603,42240,947975,283
3051,West South Central,TX,Milam,23644,10,16123,4913,93230,190
3052,West South Central,TX,Mills,4730,12.8,16841,866,28972,136
3053,West South Central,TX,Mitchell,8713,10.6,15663,1220,35618,169
3054,West South Central,TX,Montague,17844,10.2,16320,3232,85044,181
3055,West South Central,TX,Montgomery,233684,19.4,19296,50006,1135898,325
3056,West South Central,TX,Moore,19157,10.8,18080,5851,106012,251
3057,West South Central,TX,Morris,13169,10.5,14999,3612,37252,184
3058,West South Central,TX,Motley,1308,10.8,20305,152,5685,119
3059,West South Central,TX,Nacogdoches,56380,20,15547,16083,399967,276
3060,West South Central,TX,Navarro,40849,12.7,16713,10488,275350,248
3061,West South Central,TX,Newton,14358,5.5,12415,1265,30280,157
3062,West South Central,TX,Nolan,16251,12,15399,4038,94334,196
3063,West South Central,TX,Nueces,312708,17,17783,99683,2372461,300
3064,West South Central,TX,Ochiltree,8652,13.8,20595,2258,54463,266
3065,West South Central,TX,Oldham,2218,18.6,25204,490,9078,242
3066,West South Central,TX,Orange,84691,10.4,16300,20365,488309,254
3067,West South Central,TX,Palo Pinto,25051,11.1,15964,6249,167520,222
3068,West South Central,TX,Panola,22969,12,14840,4854,104020,228
3069,West South Central,TX,Parker,73794,13.9,17353,10034,443272,302
3070,West South Central,TX,Parmer,10242,8.9,25659,2861,29349,223
3071,West South Central,TX,Pecos,15427,12.1,12094,2852,81446,206
3072,West South Central,TX,Polk,39756,8.6,14998,6059,201034,218
3073,West South Central,TX,Potter,104574,11.5,17929,51765,1051807,274
3074,West South Central,TX,Presidio,7656,11.8,9958,506,22608,147
3075,West South Central,TX,Rains,7634,7.5,13928,653,19399,203
